;Date;Type;Country;Injury
3887;29-Jul-1961;Provoked;USA;Puncture wound on right shin & fingers lacerated by speared shark PROVOKED INCIDENT
3888;16-Jul-1961;Unprovoked;TURKEY;Left leg injured
3889;07-Jul-1961;Provoked;AUSTRALIA;No injury to occupant, hooked shark bit boat's rudder PROVOKED INCIDENT
3890;Jul-1961;Unprovoked;ITALY;Foot bitten
3891;Jul-1961;Provoked;PANAMA;FATAL, hooked shark pulled him into the water PROVOKED INCIDENT
3892;24-Jun-1961;Unprovoked;USA;FATAL, arm severed & left side of torso removed 
3893;18-Jun-1961;Unprovoked;USA;Lacerations to left leg
3894;Reported 06-Jun-1961;Boat;USA;No injury to diver or occupants of the boat, shark butted boat 
3895;02-Jun-1961;Unprovoked;NEW BRITAIN;Minor injuries to arm
3896;01-Jun-1961;Provoked;PAPUA NEW GUINEA;Left thigh severely bitten, but he regained  the canoe, then shark bit canoe PROVOKED INCIDENT
3897;21-May-1961;Unprovoked;USA;No injury, wetsuit bitten
3898;17-May-1961;Unprovoked;NEW BRITAIN;Thumb & 2 fingers severed
3899;15-May-1961;Unprovoked;USA;Middle finger of left hand & right forearm lacerated
3900;07-May-1961;Provoked;AUSTRALIA;No injury, speared shark hit speargun PROVOKED INCIDENT
3901;30-Apr-1961;Invalid;USA;Abdomen abraded
3902;25-Apr-1961;Provoked;AUSTRALIA;Speared shark bit Davy's ankle &  Pierpont's right leg  PROVOKED INCIDENT
3903;21-Apr-1961;Unprovoked;MOZAMBIQUE;Multiple injuries to both hands, left leg & foot
3904;17-Apr-1961;Provoked;SOUTH AFRICA;Shark bit swimfin after diver kicked shark PROVOKED INCIDENT
3905;16-Apr-1961;Unprovoked;USA;Thigh bitten
3906;16-Apr-1961;Provoked;AUSTRALIA;Speared shark bit his foot  PROVOKED INCIDENT
3907;14-Apr-1961;Unprovoked;AUSTRALIA;Tiny cuts & bruises on neck  
3908;09-Apr-1961;Unprovoked;MOZAMBIQUE;FATAL, extensive abdominal wounds, died 4 days later  
3909;08-Apr-1961;Sea Disaster;PERSIAN GULF;Some of the survivors said to have been bitten by sharks
3910;03-Apr-1961;Unprovoked;AUSTRALIA;No injury, right sleeve of wetsuit ripped, weight on belt gashed
3911;Apr-1961;Provoked;AUSTRALIA;Speared shark bit his arm & seat of pants of diving suit  PROVOKED INCIDENT
3912;30-Mar-1961;Unprovoked;AUSTRALIA;Shark took his entire catch, lacerated his knee and tore his wet suit as it brushed past him
3913;18-Mar-1961;Unprovoked;AUSTRALIA;Abdomen & arm bitten. Shark, holding him by the arm, leapt 4' to 5' above the surface
3914;14-Mar-1961;Provoked;AUSTRALIA;Hooked shark hauled on board bit her foot PROVOKED INCIDENT
3915;12-Mar-1961;Unprovoked;AUSTRALIA;Left leg bitten  & left forearm lacerated
3916;09-Mar-1961;Unprovoked;NORTH PACIFIC OCEAN;Right elbow bitten
3917;07-Mar-1961;Provoked;SOUTH AFRICA;Landed shark in boat bit his left leg  PROVOKED INCIDENT
3918;Mar-1961;Unprovoked;FIJI;Right forearm bitten
3919;17-Feb-1961;Provoked;USA;Thumb lacerated by captive shark PROVOKED INCIDENT
3920;17-Feb-1961;Unprovoked;AUSTRALIA;Ankle bitten by small gummy shark, minor injury
3921;16-Feb-1961;Unprovoked;JAMAICA;FATAL
3922;12-Feb-1961;Unprovoked;SOUTH AFRICA;Torso bruised & abraded 
3923;01-Feb-1961;Unprovoked;SOUTH AFRICA;FATAL, multiple injuries to both legs, feet & left arm  
3924;01-Feb-1961;Unprovoked;AUSTRALIA;No injury
3925;Feb-1961;Invalid;USA;Considered a doubtful incident
3926;25-Jan-1961;Boat;SOUTH AFRICA;No injury to occupants, shark took a gaffed fish they were bringing aboard & hit their boat
3927;22-Jan-1961;Unprovoked;SOUTH AFRICA;Left thigh bitten 
3928;15-Jan-1961;Provoked;AUSTRALIA;Right calf  bitten by lassoed shark on deck of surf ski PROVOKED INCIDENT
3929;06-Jan-1961;Unprovoked;SOUTH AFRICA;Right foot, leg and hand bitten
3930;06-Jan-1961;Sea Disaster;ATLANTIC OCEAN;3 were lost, 3 survived
3931;06-Jan-1961;Provoked;AUSTRALIA;Finger bitten by hooked shark PROVOKED INCIDENT
3932;05-Jan-1961;Unprovoked;MOZAMBIQUE;Leg bitten 
3933;03-Jan-1961;Unprovoked;SOUTH AFRICA;Lower left leg bitten, abrasions on back of right leg
3934;03-Jan-1961;Invalid;SOUTH AFRICA;Human remains (patella & remnants of black swim suit) found in 147-kg raggedtooth shark
3935;Reported 02-Jan-1961;Boat;AUSTRALIA;No injury to occupants, shark struck boat
3936;1961;Boat;AUSTRALIA;No injury to occupant, shark took hooked fish then bit stern of boat
3937;01-Jan-1961;Unprovoked;COLUMBIA;Leg bitten
3938;1961;Unprovoked;NEW CALEDONIA;Arm injured
3939;1961;Unprovoked;SENEGAL;FATAL
3940;1961;Sea Disaster;USA;3 of the 4 passengers killed by sharks
3941;27-Dec-1960;Unprovoked;USA;FATAL  Shark seen attacking Riley, body recovered off Nanakuli
3942;27-Dec-1960;Unprovoked;AUSTRALIA;Shark brushed past, minor injuries if any
3943;24-Dec-1960;Unprovoked;SOUTH AFRICA;FATAL, legs severed 
3944;20-Dec-1960;Unprovoked;AUSTRALIA;Left thigh lacerated
3945;01-Dec-1960;Unprovoked;AUSTRALIA;Bitten & survived
3946;27-Nov-1960;Unprovoked;AUSTRALIA;Right shoulder lacerated
3947;22-Nov-1960;Invalid;USA;FATAL, probable drowning & post mortem scavenging
3948;11-Nov-1960;Provoked;AUSTRALIA;Shark knocked him off surf-ski, he inhaled water & had to be resuscitated PROVOKED INCIDENT
3949;06-Nov-1960;Unprovoked;AUSTRALIA;Scratches on right upper arm
3950;Nov-1960;Boat;SOUTH AFRICA;No injury to occupants, shark bit 45 cm hole in hull
3951;Nov-1960;Provoked;NEW GUINEA;Left wrist bitten by netted shark placed in bottom of dinghy PROVOKED INCIDENT
3952;Nov-1960;Unprovoked;PAPUA NEW GUINEA;FATAL, severely bitten genitals & thighs 
3953;25-Oct-1960;Sea Disaster;USA;No injury, shark hit his foot & circled
3954;24-Oct-1960;Boat;SOUTH AFRICA;No injury to occupants, shark rammed & bit  boat
3955;01-Oct-1960;Invalid;AUSTRALIA;Swept off rocks & presumed to have drowned, shark seen in area
3956;Oct-1960;Unprovoked;PAPUA NEW GUINEA;Injuries to leg & foot
3957;Oct-1960;Sea Disaster;RED SEA / INDIAN OCEAN;Sharks attacked sailors in the water, several survivors picked up
3958;Oct-1960;Invalid;USA;"Apparently went missing while diving. Helicopter searching for him spotted school of sharks attacking a ""white object"" 15' below the surface"
3959;Oct-1960;Boat;SOUTH AFRICA;Shark rammed boat, breaching its hull
3960;Oct-1960;Invalid;JOHNSTON ISLAND;No injury, shark made threat display
3961;24-Sep-1960;Provoked;USA;Multiple superficial lacerations of leg, arm & hand PROVOKED INCIDENT
3962;22-Sep-1960;Sea Disaster;PACIFIC OCEAN;One body sighted but not recovered due to shark activity
3963;18-Sep-1960;Boat;AUSTRALIA;No injury to occupants, toothmarks on bottom & side of dinghy
3964;02-Sep-1960;Invalid;MARSHALL ISLANDS;No injury, shark made a threat display
3965;01-Sep-1960;Invalid;MARSHALL ISLANDS;No injury, shark made a threat display
3966;30-Aug-1960;Unprovoked;USA;Right leg severely lacerated
3967;29-Aug-1960;Sea Disaster;SENEGAL;All 63 on board perished when the aircraft hit the water. Sharks hampered retrieval of bodies
3968;25-Aug-1960;Invalid;USA;Partial human remains spotted by helicopter, shark involvement, if any, may have been post-mortum
3969;24-Aug-1960;Unprovoked;USA;Superficial laceration of left arm
3970;Reported 22-Aug-1960;Unprovoked;PAPUA NEW GUINEA;Lost left arm
3971;22-Aug-1960;Unprovoked;USA;Knee ripped to bone
3972;21-Aug-1960;Unprovoked;USA;Lower right leg bitten, surgically amputated 10 days later
3973;14-Aug-1960;Invalid;MOZAMBIQUE;1  survivor
3974;10-Aug-1960;Provoked;USA;Right hand bitten by hooked shark PROVOKED INCIDENT
3975;04-Aug-1960;Provoked;ENGLAND;Arm lacerated elbow to wrist PROVOKED INCIDENT
3976;04-Aug-1960;Unprovoked;USA;Hand lacerated
3977;Aug-1960;Unprovoked;USA;FATAL
3978;27-Jul-1960;Unprovoked;PAPUA NEW GUINEA;Arm severed, torso severely  lacerated
3979;05-Jul-1960;Unprovoked;USA;Leg bitten
3980;03-Jul-1960;Provoked;USA;Right arm bitten  PROVOKED INCIDENT
3981;02-Jul-1960;Unprovoked;PAPUA NEW GUINEA;Right buttock slashed
3982;29-Jun-1960;Provoked;USA;Lacerations to calf, wrist & thumb by hooked shark. PROVOKED INCIDENT
3983;27-Jun-1960;Provoked;NEW ZEALAND;Harpooned shark bit boat PROVOKED INCIDENT
3984;27-Jun-1960;Provoked;NORTH SEA;Right arm bitten by shark taken onboard in net PROVOKED INCIDENT
3985;24-Jun-1960;Unprovoked;USA;No injury, shark harrassed diver & attempted to bite his swimfins
3986;07-Jun-1960;Invalid;USA;Legs & arms bitten, coroner unable to determine if injuries occurred before death.
3987;05-Jun-1960;Unprovoked;PHILIPPINES;FATAL, body not recovered
3988;04-Jun-1960;Unprovoked;USA;Lower left leg & foot bitten
3989;29-May-1960;Unprovoked;PANAMA;Face lacerated
3990;24-May-1960;Unprovoked;BERMUDA;Foot bitten
3991;19-May-1960;Unprovoked;USA;Left leg bitten, surgically amputated below the knee
3992;16-May-1960;Provoked;USA;No injury, harpooned shark bit hull, leaving tooth fragments. PROVOKED INCIDENT
3993;01-May-1960;Unprovoked;PAPUA NEW GUINEA;FATAL
3994;30-Apr-1960;Unprovoked;SOUTH AFRICA;Multiple major injuries
3995;24-Apr-1960;Unprovoked;USA;Foot & swim fin bitten 
3996;22-Apr-1960;Provoked;AUSTRALIA;4 fingers of left hand were lacerated by shark he had shot in the head PROVOKED INCIDENT
3997;Reported 20-Apr-1960;Provoked;SOUTH AFRICA;Gaffed shark bit his ankle PROVOKED INCIDENT
3998;14-Apr-1960;Invalid;BERMUDA;No injury, 5 sharks bumped raft
3999;12-Apr-1960;Unprovoked;AUSTRALIA;Right arm & side bruised
4000;10-Apr-1960;Provoked;AUSTRALIA;Bruises & minor injuries from reef, not the shark PROVOKED INCIDENT
4001;03-Apr-1960;Unprovoked;AUSTRALIA;Minor cuts & bruises on face & neck
4002;03-Apr-1960;Unprovoked;AUSTRALIA;Minor injuries to hand
4003;01-Apr-1960;Provoked;AUSTRALIA;Hooked shark bit stern  PROVOKED INCIDENT
4004;Apr-1960;Unprovoked;FIJI;FATAL, legs bitten 
4005;Apr-1960;Provoked;PHILIPPINES;FATAL, due to drowning PROVOKED INCIDENT
4006;Apr-1960;Boat;SOUTH AFRICA;Shark rammed boat & bit transom
4007;31-Mar-1960;Unprovoked;USA;Ankle bitten, hand injured while striking shark
4008;28-Mar-1960;Unprovoked;GUAM;Thigh bitten
4009;29-Feb-1960;Unprovoked;AUSTRALIA;No injury, Robertson knocked over & Hasler brushed by a shark
4010;27-Feb-1960;Unprovoked;NEW ZEALAND;No injury, leg bumped by shark's tail
4011;27-Feb-1960;Invalid;USA;Left forearm lacerated
4012;24-Feb-1960;Provoked;SENEGAL;Calf bitten by shark caught in net PROVOKED INCIDENT
4013;19-Feb-1960;Unprovoked;PAPUA NEW GUINEA;FATAL, legs bitten 
4014;10-Feb-1960;Provoked;AUSTRALIA;No injury to occupants. Hooked shark rammed boat  PROVOKED INCIDENT
4015;07-Feb-1960;Provoked;AUSTRALIA;No injury, speared shark towed Gilles 200 yards & tore hole in diving suit, and hit Dowswell's back with its tail PROVOKED INCIDENT
4016;03-Feb-1960;Invalid;USA;Of crew of 4, only 1 person survived (broken legs but no shark bites). Within 20 minutes of his rescue large sharks were in area. No remains of other 3 crew recovered, and shark involvement in their deaths is questionable. 
4017;30-Jan-1960;Unprovoked;PAPUA NEW GUINEA;Lower left leg bitten, surgically amputated
4019;21-Jan-1960;Boat;AUSTRALIA;No injury to occupants, shark lifted boat
4020;16-Jan-1960;Unprovoked;AUSTRALIA;FATAL, right leg severed above knee, surgically amputated but died 9 days later 
4021;13-Jan-1960;Provoked;AUSTRALIA;Upper leg bitten PROVOKED INCIDENT
4022;07-Jan-1960;Boat;AUSTRALIA;No injury to occupant, shark rammed boat
4023;01-Jan-1960;Provoked;SOUTH AFRICA;Left leg bitten by shark that escaped net  PROVOKED INCIDENT
4024;1960;Unprovoked;NICARAGUA ;Survived
4025;1960;Unprovoked;GRENADA;Toe bitten
4026;Early summer 1960;Invalid;CARIBBEAN SEA;"Questionable. Recovered flight gear was ""completely shredded by sharks"" but pilot may have died when plane hit the water,"
4027;Late 1960s;Unprovoked;SRI LANKA;No injury
4028;1960s;Unprovoked;SRI LANKA;No injury, beat off shark with his collecting net
4029;1960-1961;Unprovoked;FIJI;Right arm abraded, circular piece of tissue removed from left calf
4030;1960;Unprovoked;PAPUA NEW GUINEA;FATAL, foot severed, hip bitten
4031;1960;Unprovoked;PAPUA NEW GUINEA;Slight lacerations to leg
4032;Ca. 1960;Unprovoked;MOZAMBIQUE;FATAL
4033;Ca. 1960;Unprovoked;SOUTH AFRICA;Heel lacerated, hand lacerated & abraded
4034;29-Dec-1959;Boat;AUSTRALIA;No injury to occupants
4035;28-Dec-1959;Boat;AUSTRALIA;No injury to occupants
4036;26-Dec-1959;Unprovoked;PAPUA NEW GUINEA;FATAL, right leg severed
4037;19-Dec-1959;Unprovoked;AUSTRALIA;FATAL
4038;19-Dec-1959;Sea Disaster;PHILIPPINES;65 people survived, 27 perished. Several people were bitten & one man lost his leg to a shark.
4039;11-Dec-1959;Provoked;AUSTRALIA;Smith hit by tail of shark, Walker sustained cuts on his  wrist PROVOKED INCIDENT
4040;07-Dec-1959;Invalid;AUSTRALIA;No injury, shark made threat display, one diver shot shark in jaw, then they killed shark with knives  
4041;03-Dec-1959;Boat;NEW ZEALAND;No injury to occupant, shark sank dinghy
4042;Dec-1959;Sea Disaster;MALDIVE ISLANDS;FATAL
4043;29-Nov-1959;Unprovoked;AUSTRALIA;Thighs bitten, right hand lacerated
4044;28-Nov-1959;Unprovoked;AUSTRALIA;Right foot lacerated
4045;22-Nov-1959;Unprovoked;AUSTRALIA;Lower left leg bittten, hand abraded
4046;16-Nov-1959;Invalid;USA;Body recovery efforts were hampered by large sharks but sharks did not cause the deaths. 
4047;15-Nov-1959;Boat;SOUTH AFRICA;R. Roberts' leg was bruised when shark leapt into boat
4048;Reported 12-Nov-1959;Provoked;AUSTRALIA;No injury to occupant, hull bitten PROVOKED INCIDENT
4049;10-Nov-1959;Unprovoked;USA;Forearm bitten
4050;09-Nov-1959;Provoked;AUSTRALIA;No injury. Diver shot shark, then shark tore legs of his rubber suit, water poured in & swept out to sea by strong rip current PROVOKED INCIDENT
4051;01-Nov-1959;Provoked;PAPUA NEW GUINEA;Both hands bitten while helping companion land speared shark PROVOKED INCIDENT
4052;07-Oct-1959;Unprovoked;MOZAMBIQUE;FATAL, died in Lourenco Marques Hospital
4053;05-Oct-1959;Unprovoked;PAPUA NEW GUINEA;Thigh bitten
4054;04-Oct-1959;Unprovoked;USA;Ankle twisted, swim fin bitten
4055;02-Oct-1959;Unprovoked;FIJI;FATAL, body not recovered
4056;Oct-1959;Unprovoked;FIJI;forearm abraded
4057;30-Sep-1959;Unprovoked;PHILIPPINES;No details, survived
4058;27-Sep-1959;Invalid;BERMUDA;Murdered, body scavenged by sharks
4059;26-Sep-1959;Sea Disaster;USA;During the night both hands and feet were bitten, rescued next day after spending 17 hours in the sea.
4060;26-Sep-1959;Boat;USA;
4061;Between 10 and 12-Sep-1959;Boat;USA;No injury to occupant, shark struck stern of boat
4062;Reported 10-Sep-1959;Unprovoked;INDIA;5 fatalities, 30 injured
4063;02-Sep-1959;Invalid;USA;No injury
4064;Sep-1959;Unprovoked;MEXICO;FATAL, leg severed, other leg lacerated 
4065;Reported 31-Aug-1959;Boat;AZORES;"No injury to occupants; shark bit rudder"
4066;30-Aug-1959;Invalid;AUSTRALIA;No injury
4067;25-Aug-1959;Invalid;JAPAN;Survived (no injury?)
4068;20-Aug-1959;Invalid;PHILIPPINES;"Navy personnel reported that his body was ""mutilated by sharks"" but it is probable that death resulted from drowning"
4069;15-Aug-1959;Invalid;USA;No injury
4070;15-Aug-1959;Unprovoked;USA;FATAL, disappeared, dive gear & clothing found with teethmarks, presumed taken by a shark  
4071;14-Aug-1959;Provoked;USA;Laceration to forearm by boated shark PROVOKED INCIDENT
4072;14-Aug-1959;Sea Disaster;PHILIPPINES;10 of the 15 people perished, bodies of some who drowned  were scavenged by sharks
4073;13-Aug-1959;Provoked;USA;No injury, PROVOKED INCIDENT
4074;12-Aug-1959;Provoked;CROATIA;Laceration to arm PROVOKED INCIDENT
4075;11-Aug-1959;Unprovoked;JAPAN;FATAL, left thigh bitten
4076;10-Aug-1959;Unprovoked;USA;"4"" cut on left foot "
4077;05-Aug-1959;Invalid;USA;No injury, no attack, the 10' shark merely circled him.
4078;21764;Invalid;ITALY;Probable drowing. Shark involvement unconfirmed
4079;30-Jul-1959;Provoked;USA;No injury to occupants, shark charged boat after being shot twice with pistol and speared PROVOKED INCIDENT
4080;28-Jul-1959;Unprovoked;USA;14 punctures on right thigh, swim trunks torn
4081;25-Jul-1959;Unprovoked;JAPAN;FATAL, right thigh bitten  
4082;25-Jul-1959;Boat;USA;No injury to occupant
4083;23-Jul-1959;Boat;USA;No injury to occupant, shark rammed boat
4084;23-Jul-1959;Provoked;USA;Gietel grabbed the shark's tail, the shark lacerated his right ankle PROVOKED INCIDENT
4085;03-Jul-1959;Sea Disaster;CARIBBEAN SEA;FATAL X 2, 8 others missing. Survivors fought off sharks & sharks seen biting 2 of the dead. The 39 survivors were rescued by the German freighter Essen
4086;02-Jul-1959;Provoked;USA;Arm bitten when he grabbed sharks tail  PROVOKED INCIDENT
4087;Late Jul-1959;Boat;NORTH ATLANTIC OCEAN;No injury to occupant, shark bit propeller as Wade was refueling
4088;Jul-1959;Unprovoked;MEXICO;FATAL, legs bitten 
4089;Reported 26-Jun-1959;Unprovoked;TURKEY;Leg injured
4090;14-Jun-1959;Unprovoked;MEXICO;FATAL
4091;14-Jun-1959;Unprovoked;USA;FATAL, body not recovered
4092;13-Jun-1959;Invalid;USA;Disappeared after diving in deep hole, body not recovered, presumed taken by a shark 
4093;30-May-1959;Provoked;SOUTH AFRICA;No injury, diver shot shark & it bit his speargun PROVOKED INCIDENT
4094;16-May-1959;Unprovoked;USA;Minor injuries
4095;07-May-1959;Unprovoked;USA;FATAL, left arm bitten, right arm partly severed, deep lacerations of left shoulder & chest 
4096;03-May-1959;Unprovoked;USA;Lacerated hip & hands
4097;May-1959;Unprovoked;MID ATLANTIC OCEAN;Leg bitten
4098;27-Apr-1959;Invalid;AUSTRALIA;Thigh lacerated
4099;11-Apr-1959;Unprovoked;AUSTRALIA;Left hand lacerated when he tried to ward off shark
4100;09-Apr-1959;Unprovoked;USA;Survived
4101;09-Apr-1959;Unprovoked;SOUTH AFRICA;2 toes bitten off 
4102;05-Apr-1959;Unprovoked;AUSTRALIA;Swim fin bitten
4103;29-Mar-1959;Unprovoked;USA;Bumped, then knee bitten
4104;08-Mar-1959;Unprovoked;PHILIPPINES;FATAL, body not recovered
4105;Mar-1959;Boat;USA;"Boat followed shark; shark holed boat"
4106;28-Feb-1959;Boat;AUSTRALIA;No injury to occupants. Shark leapt into boat, momentarily pinning Crew against the side
4107;27-Feb-1959;Unprovoked;VENEZUELA;Left arm bitten
4108;16-Feb-1959;Provoked;PAPUA NEW GUINEA;Arm bitten by shark that he thought was dead PROVOKED INCIDENT
4109;02-Feb-1959 Reported;Unprovoked;SOLOMON ISLANDS;FATAL, body not recovered
4110;01-Feb-1959;Unprovoked;SOUTH AFRICA;Leg severed below knee
4111;31-Jan-1959;Unprovoked;AUSTRALIA;Sharks tail grazed his shin
4112;27-Jan-1959;Unprovoked;ECUADOR;Right leg & left foot lacerated
4113;25-Jan-1959;Unprovoked;AUSTRALIA;Thigh bitten
4114;17-Jan-1959;Unprovoked;AUSTRALIA;FATAL
4115;17-Jan-1959;Unprovoked;AUSTRALIA;Right foot & toe bitten
4116;15-Jan-1959;Unprovoked;SOUTH AFRICA;Thigh & both wrists lacerated
4117;12-Jan-1959;Unprovoked;NEW GUINEA;Left calf & right thigh bitten
4118;02-Jan-1959;Unprovoked;MOZAMBIQUE;Suttie's lower abdomen was bitten, Murray disappeared (presumed drowned)
4119;Jan-1959;Unprovoked;AUSTRALIA;Abrasion
4120;Summer of 1959;Unprovoked;SOUTH KOREA;FATAL
4121;Jul- to Sep-1959;Unprovoked;INDIA;5 people killed by sharks, 30 others injured
4122;1959;Provoked;ATLANTIC OCEAN;Hooked shark bit his arm PROVOKED INCIDENT
4123;1959;Unprovoked;PAPUA NEW GUINEA;Minor injuries
4124;1959;Unprovoked;PAPUA NEW GUINEA;Minor injuries
4125;1959;Unprovoked;PAPUA NEW GUINEA;FATAL, abdomen & leg bitten 
4126;1959;Provoked;PAPUA NEW GUINEA;Penis bitten while trying to drag speared shark to beach PROVOKED INCIDENT
4127;28-Dec-1958;Boat;TURKEY;Boat damaged
4128;27-Dec-1958;Unprovoked;PAPUA NEW GUINEA;Hip bitten
4129;23-Dec-1958;Unprovoked;SOUTH AFRICA;FATAL
4130;13-Dec-1958;Unprovoked;USA;FATAL, leg severed  
4131;12-Dec-1958;Unprovoked;AMERICAN SAMOA;FATAL, left thigh & hip bitten  
4132;23-Nov-1958;Unprovoked;AUSTRALIA;FATAL
4133;14-Nov-1958;Invalid;SOUTH AFRICA;No injury, shark leapt at him
4134;Reported 07-Nov-1958;Unprovoked;PAPUA NEW GUINEA;FATAL, left arm & leg severed  
4135;05-Nov-1958;Boat;USA;No injury to occupant, shark chasing barracuda tied to the stern rammed skiff & slashed the motor
4136;12-Oct-1958;Unprovoked;USA;Left arm, hips & leg lacerated
4137;05-Oct-1958;Unprovoked;USA;No injury
4138;Oct-1958;Provoked;MEXICO;Shark turned & severed his leg PROVOKED INCIDENT
4139;Oct-1958;Unprovoked;PAPUA NEW GUINEA;Leg & foot injured
4140;13-Sep-1958;Unprovoked;ANDAMAN / NICOBAR ISLANDAS;FATAL, leg bitten 
4141;06-Sep-1958;Unprovoked;BAHAMAS;Right forearm lacerated
